Empresa;Empresa|Sku;Produto;Descrição;Status Compras;Categoria;Marca;Comprador;Pareto;Meta;Full;St.Oportunidades;Vlr. Custo ($);Vlr. Venda ($);Vlr Ticket ($);Acum Meta (Q);Acum Realizado (Q);Acum Meta ($);Acum Realizado (C$);Acum Realizado ($);CMV Total ($);Lucro Bruto ($);Impostos ($);Impostos (%);Margem  (%);Meta Atual (Q);Meta Atual (C$);Meta Atual ($);Meta - Realizado (Q);Meta %;Meta St.;Meta Ating St. ; Necess. (Q) Atual.;Necess. (C$) Atual.;Necess. ($) Atual.;Reprojeção (Q);Reprojeção (C$);Reprojeção ($);Necess. (Q) Atual Rep;Necess. (C$) Atual Rep;Necess. ($) Atual Rep;Reprojeção x Meta (Q); Desvio Abaixo ($); Desvio Acima ($);Reprojeção - Realizado (Q);Nivel Estoque Rep %;Nivel Estoque Rep % St.  ;Estoque L1 (Q);Estoque L1 (C$);Estoque L1 ($);Estoque Bling (Q);Estoque Blin Ajust. (Q);Estoque Bling (C$);Estoque Bling ($);Estoque Full (Q);Estoque Full (C$);Estoque Full ($);Estoque Total (Q);Estoque Mínimo (Q);Est. Total x Est. Mínimo (Q);Estoque Total (C$);Estoque Total ($);Estoque Meta (Q);Estoque Meta (C$);Estoque Meta ($);Nivel Estoque %;Nivel Estoque St.;Nivel Estoque St. %;Reprojeção x Estoque (Q);Reprojeção x Estoque (C$);Reprojeção x Estoque ($);Reprojeção x Estoque Nec. (Q);Reprojeção x Estoque Nec. (C$);Reprojeção x Estoque Nec. ($);Pedidos Pendentes (Q);Pedidos Pendentes (C$);Pedidos Pendentes ($);999 Estoque (Q);999 Ped. Pendente (Q);999 Estoque + Ped Pendente (Q);999 Demanda Lojas 30d (Q);999 Disponível (Q);999 Disponível (C$);999 Disponível ($);Estoque Total + Ped. Pendente (Q);Estoque Total + Ped. Pendente (C$);Estoque Total + Ped. Pendente ($);Estoque Futuro 1 (Q);Estoque Futuro 1  (C$);Estoque Futuro 1  ($);Estoque Meta Seg (Q);Estoque Meta Seg (C$);Estoque Meta Seg ($);Meta Seguinte (Q) ;Meta Seguinte (C$) ;Meta Seguinte ($) ;Meta Seg. Nec (Q);Meta Seg. Nec (C$);Meta Seg. Nec ($);Estoque Futuro 2 (Q);Estoque Futuro 2 (C$);Estoque Futuro 2 ($);Leadtime Médio (Dias);Ped. Pendente [Dig] (Q);Ped. Pendente [Dig] ($);Data Pedido [Dig];Previsão Entrega [Dig];Ped. Pendente [999] (Q);Ped. Pendente [999] (C$);Data Pedido [999];Previsão Entrega [999];Faturado XML Central (Q);Sku + Descrição;Calc. Venda diária;Calc. Dias Estoque;Calc. Estoque Atual.;Calc. St Dias Estoque;Calc. Status Meta x Status Estoque;Calc. Validar Saúde;Calc. Formatado;Calc. Estoque T.  Produto;Calc. Total meta;Calc. Valid;Calc. Validar;Prop % 1_15;Compras >15; Est1 ; Valid Nec ;Calc; Valid2 ;Fut s/full;Exportar;Peso Liq Unit;Ação Shopee
1 ;1|57;57;RAÇÃO ALCON COLOURS 20G;ATIVO;ALIMENTAÇÃO;ALCON;Gelder;Não;Não;Não;OK;14,03 ;23,99 ;21,61 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;10 ;3 ;13;10;3;48;73;0;0;0;0;0;0;0;0;0;16 ;225 ;346 ;16 ;225 ;346 ;0 ;0 ;0 ;3;0;0;;;3;42;16/06/2026;19/06/2026;0 ;57 - RAÇÃO ALCON COLOURS 20G;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;93,10%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Sim ;                                               0 ;                                               -   
1 ;1|24969;24969;RAÇÃO SPECIAL DOG ADULTOS VEGETAIS PRO 20KG;ATIVO;ALIMENTAÇÃO;SPECIAL DOG;Yasmin;Não;Não;Não;OK;110,52 ;189,99 ;165,89 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;3 ;3 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;9 ;0 ;9;31;0;0;0;0;0;0;0;0;0;0;0;0;10 ;1.105 ;1.659 ;10 ;1.105 ;1.659 ;0 ;0 ;0 ;11;0;0;;;0;0;;;0 ;24969 - RAÇÃO SPECIAL DOG ADULTOS VEGETAIS PRO 20KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;83,33%;                                               -   ;                            -   ;                                         -   ;2;                                 3 ;                                    -   ; Sim ;                                           20 ;                                               -   
1 ;1|1214;1214;MECTIMAX 3MG CAIXA 4 COMPRIMIDOS;ATIVO;FARMÁCIA;AGENER UNIÃO;Gelder;Não;Não;Não;OK;8,89 ;21,90 ;18,18 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;1 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;23 ;0 ;23;16;7;63;129;0;0;0;0;0;0;0;0;0;10 ;89 ;182 ;10 ;89 ;182 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;1214 - MECTIMAX 3MG CAIXA 4 COMPRIMIDOS;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;93,33%;                                               -   ;                            -   ;                                         -   ;2;                                 1 ;                                    -   ; Sim ;                                              -   ;                                               -   
1 ;1|25102;25102;REFIL CATA CACA SAVANA;ATIVO;ACESSÓRIOS;SAVANA PET;Yasmin;Não;Não;Não;OK;1,59 ;4,99 ;4,08 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;6 ;6 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;41 ;0 ;41;44;0;0;0;0;0;0;0;0;0;0;0;0;20 ;32 ;82 ;20 ;32 ;82 ;0 ;0 ;0 ;12;0;0;;;0;0;;;0 ;25102 - REFIL CATA CACA SAVANA;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;83,33%;                                               -   ;                            -   ;                                         -   ;2;                                 6 ;                                    -   ; Sim ;                                              -   ;                                               -   
1 ;1|951;951;RAÇÃO GOLDEN FÓRMULA CÃES FILHOTES FRANGO E ARROZ 15KG;ATIVO;ALIMENTAÇÃO;GOLDEN;Gelder;Não;Não;Não;OK;106,79 ;184,90 ;155,22 ;0 ;1 ;0 ;107 ;155 ;107 ;48 ;0 ;0,00%;31,2%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;2 ;188 ;274 ;0 ;0 ;0 ;1 ;0 ;155 ;1 ;131%;Acima de 100%;1 ;107 ;155 ;1 ;1 ;107 ;155 ;0 ;0 ;0 ;1 ;1 ;0 ;107 ;155 ;0;0;0;131%;Meta Cumprida;Acima de 100%;2 ;188 ;274 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;16;0;0;0;1;107;155;0;25;37;0;25;37;10 ;1.068 ;1.552 ;10 ;1.043 ;1.516 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;951 - RAÇÃO GOLDEN FÓRMULA CÃES FILHOTES FRANGO E ARROZ 15KG;                                                   0,06 ;                                                           17 ;                                                                  1 ;Sem Excesso;Sem meta|Meta Cumprida;OK;OK;0 ;0 ;0;1;87,50%;                                               -   ;                            -   ;                                         -   ;2;                                 1 ;                                     0 ; Sim ;                                           15 ;                                               -   
1 ;1|2333;2333;PET MILK SACHÊ 100G;ATIVO;FARMÁCIA;VETNIL;Gelder;Não;Não;Não;OK;50,87 ;88,90 ;67,34 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;3 ;3 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;45 ;0 ;45;33;12;610;808;0;0;0;0;0;0;0;0;0;16 ;814 ;1.077 ;16 ;814 ;1.077 ;0 ;0 ;0 ;8;0;0;;;0;0;;;0 ;2333 - PET MILK SACHÊ 100G;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;92,00%;                                               -   ;                            -   ;                                         -   ;2;                                 3 ;                                    -   ; Sim ;                                              -   ;                                               -   
1 ;1|32040;32040;RAÇÃO POYTARA CARNÍVOROS DE SUPERFÍCE 85G;ATIVO;ALIMENTAÇÃO;POYTARA;Yasmin;Não;Não;Não;OK;0,01 ;24,99 ;30,67 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;7 ;0 ;7;2;5;0;159;0;0;0;0;0;0;0;0;0;10 ;0 ;307 ;10 ;0 ;307 ;0 ;0 ;0 ;0;0;0;;;0;0;;;0 ;32040 - RAÇÃO POYTARA CARNÍVOROS DE SUPERFÍCE 85G;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;100,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Sim ;                                               0 ;                                               -   
1 ;1|26995;26995;TAPETE HIGIÊNICO PETMAIS TREINEPET 60X55CM 50 UNIDADES;ATIVO;HIGIENE E LIMPEZA;PETMAIS;Yasmin;Não;Não;Não;OK;39,15 ;104,99 ;71,42 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;7 ;7 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;3 ;0 ;3;5;0;0;0;0;0;0;0;0;0;0;0;0;10 ;392 ;714 ;10 ;392 ;714 ;0 ;0 ;0 ;24;0;0;;;0;0;;;0 ;26995 - TAPETE HIGIÊNICO PETMAIS TREINEPET 60X55CM 50 UNIDADES;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;87,50%;                                               -   ;                            -   ;                                         -   ;2;                                 7 ;                                    -   ; Sim ;                                              -   ;                                               -   
1 ;1|15922;15922;RAÇÃO ROYAL CANIN VETERINARY FELINE HYPOALLERGENIC 1,5KG;ATIVO;ALIMENTAÇÃO;ROYAL CANIN;Yasmin;Não;Não;Não;OK;101,38 ;178,90 ;178,90 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;4;0;0;;;0;0;;;0 ;15922 - RAÇÃO ROYAL CANIN VETERINARY FELINE HYPOALLERGENIC 1,5KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;100,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                               2 ;                                               -   
1 ;1|15927;15927;RAÇÃO PREMIER AMBIENTES INTERNOS CÃES ADULTOS LIGHT FRANGO E SALMÃO 12KG;ATIVO;ALIMENTAÇÃO;PREMIER;Gelder;Não;Não;Não;OK;135,93 ;261,90 ;261,90 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;3 ;0 ;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;15927 - RAÇÃO PREMIER AMBIENTES INTERNOS CÃES ADULTOS LIGHT FRANGO E SALMÃO 12KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;100,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                           12 ;                                               -   
1 ;1|17104;17104;RAÇÃO PREMIER RAÇAS ESPECÍFICAS LHASA APSO CÃES ADULTOS FRANGO 7,5KG;ATIVO;ALIMENTAÇÃO;PREMIER;Gelder;Não;Não;Não;OK;124,11 ;232,90 ;171,29 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;1 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;2;0;0;0;0;0;0;0;0;0;0;0;0;10 ;1.241 ;1.713 ;10 ;1.241 ;1.713 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;17104 - RAÇÃO PREMIER RAÇAS ESPECÍFICAS LHASA APSO CÃES ADULTOS FRANGO 7,5KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;80,00%;                                               -   ;                            -   ;                                         -   ;2;                                 1 ;                                    -   ; Sim ;                                               8 ;                                               -   
1 ;1|17431;17431;RAÇÃO GUABI NATURAL CÃES ADULTOS PEQUENOS SALMÃO E CEVADA 2,5KG;ATIVO;ALIMENTAÇÃO;GUABI NATURAL;Yasmin;Não;Não;Não;OK;56,54 ;106,90 ;82,17 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;14;0;0;0;0;0;0;0;0;0;0;0;0;10 ;565 ;822 ;10 ;565 ;822 ;0 ;0 ;0 ;4;0;0;;;0;0;;;0 ;17431 - RAÇÃO GUABI NATURAL CÃES ADULTOS PEQUENOS SALMÃO E CEVADA 2,5KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;92,31%;                                               -   ;                            -   ;                                         -   ;2;                                 0 ;                                    -   ; Sim ;                                               3 ;                                               -   
1 ;1|13152;13152;RAÇÃO FÓRMULA NATURAL FRESH MEAT GATOS ADULTOS CASTRADOS SALMÃO 1KG;ATIVO;ALIMENTAÇÃO;FÓRMULA NATURAL;Yasmin;Sim;Não;Não;OK;36,94 ;74,90 ;72,24 ;0 ;1 ;0 ;37 ;72 ;37 ;21 ;14 ;19,59%;36,4%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;2 ;65 ;127 ;1 ;28 ;55 ;1 ;0 ;72 ;1 ;0%;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;2 ;8 ;0 ;0 ;0;0;0;0%;Estoque Zerado;0% a 10%;1 ;37 ;72 ;1 ;28 ;55 ;0 ;0 ;0 ;0 ;0 ;0;90;0;0;0;0;0;0;0;0;0;0;0;0;10 ;369 ;722 ;10 ;369 ;722 ;0 ;0 ;0 ;10;0;0;;;0;0;;;0 ;13152 - RAÇÃO FÓRMULA NATURAL FRESH MEAT GATOS ADULTOS CASTRADOS SALMÃO 1KG;                                                   0,06 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;-1 ;0 ;0;2;33,33%;                                               -   ;                            -   ;                                         -   ;2;                                 2 ;                                    -   ; Sim ;                                               1 ;                                               -   
997 ;997|13484;13484;TOP DOG 10KG 4 COMPRIMIDOS;ATIVO;FARMÁCIA;OUROFINO;Gelder;Não;Não;Sim;Compras;32,29 ;62,99 ;59,19 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;6;0;0;;;0;0;;;0 ;13484 - TOP DOG 10KG 4 COMPRIMIDOS;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;Compras;Compras;0 ;3 ;2;2;89,06%;                                               -   ;                            -   ;                                         4 ;2;                                 -   ;                                    -   ; Não ;                                              -   ;                                               -   
997 ;997|34116;34116;ANTIPULGAS BANNI CÃES 10,1KG ATÉ 20KG 1,34ML;ATIVO;FARMÁCIA;OUROFINO;Gelder;Não;Não;Sim;OK;24,75 ;70,99 ;58,07 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;1 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 ;247 ;581 ;10 ;247 ;581 ;0 ;0 ;0 ;6;0;0;;;0;0;;;0 ;34116 - ANTIPULGAS BANNI CÃES 10,1KG ATÉ 20KG 1,34ML;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;85,71%;                                               -   ;                            -   ;                                         2 ;2;                                 1 ;                                    -   ; Sim ;                                               0 ;                                               -   
1 ;1|17434;17434;RAÇÃO GUABI NATURAL CÃES SÊNIOR PEQUENOS FRANGO E ARROZ INTEGRAL 2,5KG;ATIVO;ALIMENTAÇÃO;GUABI NATURAL;Yasmin;Não;Não;Não;OK;60,36 ;114,90 ;88,39 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;9;0;0;0;0;0;0;0;0;0;0;0;0;10 ;604 ;884 ;10 ;604 ;884 ;0 ;0 ;0 ;4;0;0;;;0;0;;;0 ;17434 - RAÇÃO GUABI NATURAL CÃES SÊNIOR PEQUENOS FRANGO E ARROZ INTEGRAL 2,5KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;80,00%;                                               -   ;                            -   ;                                         -   ;2;                                 0 ;                                    -   ; Sim ;                                               3 ;                                               -   
995 ;995|948;948;RAÇÃO GOLDEN FÓRMULA CÃES FILHOTES CARNE E ARROZ MINI BITS 10,1KG;ATIVO;ALIMENTAÇÃO;GOLDEN;Gelder;Não;Não;Sim;OK;82,70 ;144,90 ;133,08 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;1 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 ;827 ;1.331 ;10 ;827 ;1.331 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;948 - RAÇÃO GOLDEN FÓRMULA CÃES FILHOTES CARNE E ARROZ MINI BITS 10,1KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;25 ;0 ;0;2;91,67%;                                               -   ;                            -   ;                                      34 ;2;                                 1 ;                                    -   ; Sim ;                                           10 ;                                        948 
1 ;1|32053;32053;RAÇÃO POYTARA HABITAT CASCUDO 45G;ATIVO;ALIMENTAÇÃO;POYTARA;Yasmin;Não;Não;Não;OK;0,01 ;14,99 ;20,95 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10 ;0 ;210 ;10 ;0 ;210 ;0 ;0 ;0 ;0;0;0;;;0;0;;;0 ;32053 - RAÇÃO POYTARA HABITAT CASCUDO 45G;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Sim ;                                               0 ;                                               -   
1 ;1|1467;1467;POSATEX 17,5ML;ATIVO;FARMÁCIA;MSD;Gelder;Não;Não;Não;OK;64,75 ;151,99 ;128,67 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;2 ;2 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;49 ;10 ;59;50;9;557;1.107;0;0;0;0;0;0;0;0;0;10 ;647 ;1.287 ;10 ;647 ;1.287 ;0 ;0 ;0 ;10;0;0;;;10;647;09/06/2026;19/06/2026;0 ;1467 - POSATEX 17,5ML;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;77,27%;                                               -   ;                            -   ;                                         -   ;2;                                 2 ;                                    -   ; Sim ;                                              -   ;                                               -   
